60217,21.13,21.64,1023.00,1023.00,0
120404,21.04,21.64,1023.00,1023.00,1
180595,21.30,21.47,1021.00,1023.00,1
60220,21.13,21.64,1023.00,1023.00,0
120417,21.21,21.64,1023.00,1023.00,1
180618,21.21,21.64,1023.00,1023.00,1
240816,21.21,21.64,1023.00,1023.00,0
301016,21.47,21.64,1023.00,1023.00,0
361218,21.47,21.73,1019.00,1023.00,0
421420,21.38,21.73,1023.00,1023.00,0
481619,21.38,21.73,1023.00,1023.00,0
541820,21.64,21.64,1023.00,1023.00,0
602018,21.47,21.73,1023.00,1023.00,1
662220,21.56,21.73,1023.00,1023.00,1
60228,21.47,21.82,1023.00,1023.00,0
120426,21.47,21.73,1023.00,1023.00,1
180627,21.73,21.64,1023.00,1023.00,1
240826,21.90,21.56,1023.00,1023.00,0
301026,21.99,21.64,1023.00,1023.00,0
361228,21.82,21.64,1022.00,1023.00,0
421429,21.99,21.73,1022.00,1023.00,0
481629,21.90,21.64,1023.00,1023.00,0
541830,21.64,21.73,1023.00,1023.00,0
602029,21.82,21.56,1022.00,1023.00,1
662231,21.82,21.56,1023.00,1023.00,1
60228,21.47,21.64,1021.00,1023.00,0
120425,21.82,21.47,1022.00,1023.00,1
180627,21.82,21.64,1023.00,1023.00,1
240826,21.90,21.64,1022.00,1023.00,0
301027,21.73,21.64,1023.00,1023.00,0
361228,21.64,21.64,1023.00,1023.00,0
421430,21.73,21.73,1023.00,1023.00,0
481630,21.82,21.56,1023.00,1023.00,0
541831,21.64,21.56,1023.00,1023.00,0
602029,21.73,21.73,1023.00,1023.00,1
662231,21.73,21.56,1023.00,1023.00,1
722428,21.56,21.56,1022.00,1023.00,0
782629,21.47,21.30,1023.00,1023.00,0
842830,21.64,21.64,1022.00,1023.00,0
903032,21.73,21.99,1023.00,1023.00,0
963233,21.82,21.47,1023.00,1023.00,0
1023434,21.64,21.47,1023.00,1023.00,0
1083633,21.56,21.47,1023.00,1023.00,1
1143836,21.90,21.38,1023.00,1023.00,1
1204035,21.90,21.64,1023.00,1023.00,0
1264237,21.30,21.73,1023.00,1022.00,0
1324439,21.64,21.47,1023.00,1023.00,0
1384642,21.64,21.47,1023.00,1023.00,0
1444844,21.64,21.38,1023.00,1023.00,0
1505046,21.64,21.56,1023.00,1023.00,0
1565245,21.64,21.38,1023.00,1023.00,1
1625448,21.56,21.38,1023.00,1023.00,1
1685648,21.56,21.38,1023.00,1023.00,0
1745850,21.82,21.56,1022.00,1023.00,0
1806052,21.73,21.38,1023.00,1023.00,0
1866255,21.90,21.82,1023.00,1022.00,0
1926456,21.73,21.56,1023.00,1023.00,0
1986658,21.21,21.38,1023.00,1023.00,0
2046858,21.38,21.47,1023.00,1023.00,1
2107060,21.64,21.38,1023.00,1023.00,1
60228,21.56,21.38,1023.00,1023.00,0
120426,21.56,21.47,1023.00,1023.00,1
180627,21.38,21.47,1023.00,1023.00,1
240826,21.64,21.38,1023.00,1023.00,0
301026,21.56,21.38,1023.00,1023.00,0
361228,21.56,21.47,1023.00,1023.00,0
421429,21.82,21.47,1023.00,1023.00,0
481630,21.73,21.38,1023.00,1023.00,0
541831,21.73,21.21,1023.00,1023.00,0
602030,21.56,21.30,1023.00,1023.00,1
662232,21.90,21.38,1023.00,1023.00,1
722429,21.47,21.30,1023.00,1023.00,0
782629,21.47,21.38,1023.00,1022.00,0
842831,21.64,21.21,1023.00,1023.00,0
903033,21.30,21.47,1023.00,1023.00,0
963233,21.64,21.38,1023.00,1023.00,0
1023434,21.56,21.38,1022.00,1023.00,0
1083633,21.56,21.56,1023.00,1023.00,1
1143835,21.64,21.30,1023.00,1023.00,1
1204035,21.73,21.30,1023.00,1023.00,0
1264236,20.95,21.38,1023.00,1023.00,0
1324438,21.47,21.30,1022.00,1023.00,0
1384640,21.47,21.21,1023.00,1023.00,0
1444841,21.47,21.38,1023.00,1023.00,0
1505041,21.30,21.38,1023.00,1023.00,0
1565240,21.30,21.30,1023.00,1023.00,1
1625442,21.47,21.38,1023.00,1023.00,1
1685640,21.47,21.21,1023.00,1023.00,0
1745841,21.47,21.38,1022.00,1023.00,0
1806043,21.21,21.38,1023.00,1023.00,0
1866245,21.56,21.13,1023.00,1023.00,0
1926445,21.30,21.30,1023.00,1023.00,0
1986646,21.64,21.21,1023.00,1023.00,0
2046844,21.30,21.13,1023.00,1023.00,1
2107045,21.21,21.47,1023.00,1023.00,1
2167244,21.47,21.13,1023.00,1023.00,0
2227445,21.47,21.38,1023.00,1023.00,0
2287647,21.30,21.47,1023.00,1023.00,0
2347849,21.38,21.13,1023.00,1023.00,0
2408050,21.21,21.30,1023.00,1023.00,0
2468251,21.38,21.21,1023.00,1023.00,0
2528451,21.56,21.13,1022.00,1023.00,1
2588653,21.47,21.13,1022.00,1023.00,1
60227,21.30,21.21,1023.00,1023.00,0
120424,21.64,21.30,1023.00,1023.00,1
180626,20.69,21.04,1021.00,1023.00,1
240824,21.47,21.21,1023.00,1023.00,0
301025,21.30,21.13,1023.00,1023.00,0
361227,21.64,21.04,1023.00,1023.00,0
421428,20.87,21.21,1023.00,1023.00,0
481628,21.04,21.21,1023.00,1023.00,0
541829,21.38,21.04,1023.00,1023.00,0
602027,21.47,20.95,1023.00,1023.00,1
662227,21.47,21.21,1023.00,1023.00,1
722426,21.38,21.04,1023.00,1023.00,0
782626,21.90,21.21,1023.00,1023.00,0
842827,21.13,21.21,1023.00,1023.00,0
903029,21.38,21.13,1023.00,1023.00,0
963229,21.47,21.13,1023.00,1023.00,0
1023430,21.30,21.13,1023.00,1023.00,0
1083629,21.64,20.95,1023.00,1023.00,1
1143831,21.56,21.04,1022.00,1023.00,1
1204031,21.38,21.38,1023.00,1023.00,0
1264232,21.90,21.04,1023.00,1023.00,0
1324435,21.38,21.13,1023.00,1023.00,0
1384637,21.30,20.95,1023.00,1023.00,0
1444839,21.56,21.04,1023.00,1023.00,0
1505040,21.30,21.21,1023.00,1023.00,0
1565240,21.64,21.21,1023.00,1023.00,1
1625442,21.47,21.13,1023.00,1023.00,1
1685642,21.21,21.21,1023.00,1023.00,0
1745843,21.38,21.13,1023.00,1023.00,0
1806046,21.30,21.13,1023.00,1023.00,0
1866248,21.38,21.13,1023.00,1023.00,0
1926449,21.47,21.21,1023.00,1023.00,0
1986651,21.56,21.13,1023.00,1023.00,0
2046850,21.56,21.13,1023.00,1023.00,1
2107053,21.47,21.13,1023.00,1023.00,1
2167251,21.64,21.38,1023.00,1023.00,0
2227453,21.30,21.13,1023.00,1023.00,0
2287655,21.56,21.21,1023.00,1023.00,0
2347858,21.21,21.21,1023.00,1022.00,0
2408059,21.56,21.13,1023.00,1023.00,0
2468260,21.38,21.04,1023.00,1023.00,0
2528460,21.90,21.30,1023.00,1023.00,1
2588662,21.38,21.13,1023.00,1023.00,1
2648862,21.47,21.04,1023.00,1023.00,0
2709063,21.64,21.47,1023.00,1023.00,0
2769265,21.56,21.04,1023.00,1023.00,0
