60069,21.13,20.87,1023.00,1023,0
120085,21.21,20.87,1023.00,1023,0
180141,21.30,20.95,1023.00,1023,1
240166,21.21,21.04,1022.00,1023,1
60089,21.30,21.04,1023.00,1023,0
120119,21.13,21.04,1023.00,1023,0
180191,21.21,20.95,1022.00,1023,1
240222,21.56,20.95,1023.00,1023,1
60093,21.56,20.87,1023.00,1023,0
120125,21.56,21.04,1023.00,1023,0
180199,21.47,20.95,1023.00,1023,1
240230,21.90,20.87,1023.00,1023,1
300390,22.08,20.87,1023.00,1023,0
360422,21.82,21.13,1023.00,1023,0
420468,21.64,21.04,1023.00,1023,0
480515,21.82,20.87,1021.00,1023,0
540561,21.73,20.95,1022.00,1023,0
600810,21.90,20.95,1023.00,1023,1
660875,21.73,21.04,1023.00,1023,1
60093,21.82,21.13,1023.00,1023,0
120123,21.99,21.04,1023.00,1023,0
180197,21.82,21.04,1023.00,1023,1
240228,21.38,21.13,1022.00,1023,1
300387,21.47,20.95,1023.00,1023,0
360418,22.16,21.04,1023.00,1023,0
420462,21.82,20.95,1023.00,1023,0
480506,21.73,20.78,1023.00,1023,0
540551,21.73,21.13,1023.00,1023,0
600799,21.64,21.04,1023.00,1023,1
660861,21.73,21.04,1023.00,1023,1
60090,21.73,20.95,1023.00,1023,0
120119,22.08,20.78,1021.00,1023,0
180191,22.08,21.21,1023.00,1023,1
240221,21.56,21.04,1023.00,1022,1
60092,21.90,21.04,1023.00,1023,0
120121,21.90,21.21,1023.00,1023,0
180194,21.73,20.95,1023.00,1023,1
240225,21.82,21.04,1022.00,1023,1
300384,21.82,20.87,1023.00,1023,0
360415,21.90,21.04,1023.00,1023,0
420459,21.73,21.30,1023.00,1023,0
480503,21.73,21.30,1023.00,1022,0
540548,21.99,21.13,1023.00,1023,0
600796,22.08,21.56,1023.00,1023,1
660850,22.08,21.04,1023.00,1023,1
720972,21.82,21.30,1022.00,1023,0
781023,21.90,21.04,1023.00,1023,0
841048,21.82,21.13,1022.00,1023,0
901092,21.82,21.04,1022.00,1023,0
961136,21.82,21.21,1023.00,1023,0
1021180,21.64,21.13,1020.00,1023,0
1081236,21.56,21.04,1023.00,1023,1
1141284,21.56,20.95,1023.00,1023,1
60073,21.56,21.04,1023.00,1023,0
120092,21.64,21.04,1023.00,1023,0
180148,21.30,21.21,1023.00,1021,1
240168,21.73,21.21,1023.00,1023,1
300309,21.64,21.21,1022.00,1023,0
360328,21.73,20.87,1022.00,1023,0
420372,21.82,21.47,1023.00,1023,0
480416,21.47,21.13,1022.00,1023,0
540461,22.08,20.95,1023.00,1023,0
600709,21.82,21.13,1022.00,1023,1
660752,21.56,21.13,1023.00,1023,1
720864,21.47,21.04,1023.00,1023,0
780908,21.64,21.04,1023.00,1023,0
840928,21.64,21.04,1023.00,1023,0
900972,21.56,21.04,1023.00,1023,0
961016,21.73,21.04,1023.00,1023,0
1021061,21.64,20.78,1023.00,1023,0
1081116,21.56,21.13,1023.00,1023,1
1141164,21.56,21.04,1022.00,1023,1
1201277,21.13,21.13,1023.00,1023,0
1261327,21.82,21.13,1023.00,1023,0
1321354,21.64,21.04,1023.00,1023,0
1381399,21.47,21.13,1023.00,1023,0
1441444,21.38,21.04,1023.00,1023,0
1501490,21.73,20.95,1023.00,1022,0
1561544,21.30,21.13,1023.00,1023,1
1621597,21.64,21.04,1023.00,1023,1
1681714,21.47,21.04,1023.00,1023,0
1741769,21.64,20.95,1023.00,1023,0
1801801,21.38,21.04,1023.00,1023,0
1861847,21.38,21.04,1022.00,1023,0
1921892,21.04,21.21,1023.00,1023,0
1981937,22.08,21.13,1023.00,1023,0
60080,21.30,20.95,1023.00,1023,0
120104,21.73,21.04,1020.00,1023,0
180166,21.47,21.04,1023.00,1023,1
240194,21.38,20.95,1023.00,1023,1
60079,21.64,20.87,1021.00,1023,0
120101,21.56,21.04,1023.00,1023,0
180164,21.56,21.13,1023.00,1023,1
240190,21.47,21.13,1023.00,1023,1
300338,21.56,21.13,1023.00,1023,0
360364,21.56,21.13,1023.00,1023,0
420407,21.56,21.13,1023.00,1023,0
480451,21.38,21.21,1022.00,1023,0
540495,21.82,21.04,1023.00,1023,0
600743,21.13,20.87,1023.00,1023,1
660791,21.64,21.04,1023.00,1023,1
60075,21.38,21.13,1023.00,1023,0
120093,21.82,20.95,1023.00,1023,0
180151,21.47,21.13,1023.00,1023,1
240172,21.56,21.13,1023.00,1023,1
60075,20.95,21.30,1023.00,1023,0
120092,21.38,21.13,1023.00,1023,0
180149,21.47,21.21,1023.00,1023,1
240168,21.21,21.47,1023.00,1023,1
300310,21.04,20.95,1023.00,1022,0
360330,21.47,21.21,1023.00,1023,0
420374,21.30,21.21,1023.00,1023,0
480418,21.73,21.04,1023.00,1023,0
540463,21.56,20.95,1023.00,1023,0
600711,21.47,21.13,1023.00,1023,1
660753,21.38,21.13,1023.00,1023,1
60072,21.30,20.87,1023.00,1023,0
120087,21.47,21.04,1023.00,1023,0
180141,21.47,21.13,1023.00,1023,1
240158,21.47,21.13,1023.00,1023,1
300297,21.64,21.13,1023.00,1023,0
360313,20.95,21.30,1021.00,1023,0
420358,21.38,21.04,1023.00,1023,0
